exposure_id,agent_id,campaign_id,post_id,cascade_depth,exposure_step,responded,action_type,created_at
274,Agent_092,campaign_campaign,reshare_d1973c862eca,6,575,0,,2025-11-08 09:04:52
275,Agent_032,campaign_campaign,reshare_1591d4b28e3f,1,577,0,,2025-11-08 09:04:58
276,Agent_032,campaign_campaign,reshare_ec95839a7a64,1,578,0,,2025-11-08 09:05:02
277,Agent_051,campaign_campaign,reshare_756d244c44d2,4,579,0,,2025-11-08 09:05:05
278,Agent_032,campaign_campaign,reshare_a525751941e5,1,580,0,,2025-11-08 09:05:08
279,Agent_032,campaign_campaign,reshare_ec4245cb3b76,1,581,0,,2025-11-08 09:05:11
280,Agent_032,campaign_campaign,reshare_f6befe85b0ab,1,582,0,,2025-11-08 09:05:15
281,Agent_032,campaign_campaign,reshare_402669e05854,1,583,0,,2025-11-08 09:06:07
282,Agent_051,campaign_campaign,reshare_79050f5691c2,4,584,0,,2025-11-08 09:06:10
283,Agent_032,campaign_campaign,reshare_ccea75afca93,1,585,0,,2025-11-08 09:06:14
284,Agent_032,campaign_campaign,reshare_996fe7dfb3ab,1,587,0,,2025-11-08 09:06:20
285,Agent_051,campaign_campaign,reshare_890c149d53f6,3,587,0,,2025-11-08 09:06:20
286,Agent_051,campaign_campaign,reshare_4fc5b8726d30,4,588,0,,2025-11-08 09:06:23
287,Agent_051,campaign_campaign,reshare_2a3b8a58bdc4,4,589,0,,2025-11-08 09:06:26
288,Agent_032,campaign_campaign,reshare_245d8d46e81b,1,590,0,,2025-11-08 09:06:31
289,Agent_032,campaign_campaign,reshare_260e386a6457,1,591,0,,2025-11-08 09:06:33
290,Agent_032,campaign_campaign,reshare_be87398ef8cc,1,593,0,,2025-11-08 09:06:40
291,Agent_032,campaign_campaign,reshare_2bc56b5ca0af,1,594,0,,2025-11-08 09:06:43
292,Agent_051,campaign_campaign,reshare_33756f365461,4,595,0,,2025-11-08 09:06:46
293,Agent_032,campaign_campaign,reshare_84c9708a0862,1,597,0,,2025-11-08 09:06:52
294,Agent_032,campaign_campaign,reshare_215eaf5cd35d,1,598,0,,2025-11-08 09:06:55
295,Agent_051,campaign_campaign,reshare_4cb272b89d21,4,598,0,,2025-11-08 09:06:55
296,Agent_032,campaign_campaign,reshare_5a95b322cf3a,1,599,0,,2025-11-08 09:06:58
297,Agent_114,campaign_campaign,reshare_13817af17efd,5,599,0,,2025-11-08 09:06:59
298,Agent_114,campaign_campaign,reshare_ddb1dc2040f1,1,599,0,,2025-11-08 09:06:59
299,Agent_032,campaign_campaign,reshare_a25b0e0e58cf,1,602,0,,2025-11-08 09:07:09
300,Agent_063,campaign_campaign,reshare_303387072eec,6,602,0,,2025-11-08 09:07:09
301,Agent_027,campaign_campaign,reshare_647df2ff896f,6,603,0,,2025-11-08 09:07:12
302,Agent_032,campaign_campaign,reshare_27aa17c6e2db,1,603,0,,2025-11-08 09:07:12
303,Agent_092,campaign_campaign,reshare_647df2ff896f,6,603,0,,2025-11-08 09:07:12
304,Agent_032,campaign_campaign,reshare_ff8d5a153bf3,1,604,0,,2025-11-08 09:07:15
305,Agent_032,campaign_campaign,reshare_1fa15faab959,1,605,0,,2025-11-08 09:07:19
306,Agent_032,campaign_campaign,reshare_a0a8a086cf20,1,607,0,,2025-11-08 09:07:25
307,Agent_051,campaign_campaign,reshare_f24251d72972,4,608,0,,2025-11-08 09:07:28
308,Agent_032,campaign_campaign,reshare_0b1c50128bc8,1,612,0,,2025-11-08 09:08:28
309,Agent_032,campaign_campaign,reshare_6572679e144e,1,615,0,,2025-11-08 09:08:37
310,Agent_027,campaign_campaign,reshare_45497c06a33a,6,616,0,,2025-11-08 09:08:43
311,Agent_032,campaign_campaign,reshare_fd4757575afa,3,616,0,,2025-11-08 09:08:43
312,Agent_032,campaign_campaign,reshare_3a2be38913d0,1,616,0,,2025-11-08 09:08:43
313,Agent_042,campaign_campaign,reshare_fd4757575afa,3,616,0,,2025-11-08 09:08:43
314,Agent_092,campaign_campaign,reshare_45497c06a33a,6,616,0,,2025-11-08 09:08:43
315,Agent_032,campaign_campaign,reshare_44ba1001ca12,1,618,0,,2025-11-08 09:08:49
316,Agent_032,campaign_campaign,reshare_ed8053b696ac,1,620,0,,2025-11-08 09:08:55
317,Agent_004,campaign_campaign,reshare_ed8053b696ac,1,622,0,,2025-11-08 09:09:01
318,Agent_004,campaign_campaign,reshare_44ba1001ca12,1,622,0,,2025-11-08 09:09:01
319,Agent_004,campaign_campaign,reshare_3a2be38913d0,1,622,0,,2025-11-08 09:09:01
320,Agent_004,campaign_campaign,reshare_6572679e144e,1,622,0,,2025-11-08 09:09:01
321,Agent_004,campaign_campaign,reshare_0b1c50128bc8,1,622,0,,2025-11-08 09:09:01
322,Agent_004,campaign_campaign,reshare_f24251d72972,4,622,0,,2025-11-08 09:09:01
323,Agent_004,campaign_campaign,reshare_a5dc8362a258,1,623,0,,2025-11-08 09:09:04
324,Agent_032,campaign_campaign,reshare_a5dc8362a258,1,623,0,,2025-11-08 09:09:04
325,Agent_004,campaign_campaign,reshare_3e33aaea90e7,1,625,0,,2025-11-08 09:09:09
326,Agent_032,campaign_campaign,reshare_3e33aaea90e7,1,625,0,,2025-11-08 09:09:09
327,Agent_004,campaign_campaign,reshare_07110b7f90f2,1,626,0,,2025-11-08 09:09:13
328,Agent_032,campaign_campaign,reshare_07110b7f90f2,1,626,0,,2025-11-08 09:09:13
329,Agent_004,campaign_campaign,reshare_149b16301280,1,628,0,,2025-11-08 09:09:19
330,Agent_032,campaign_campaign,reshare_149b16301280,1,628,0,,2025-11-08 09:09:19
331,Agent_004,campaign_campaign,reshare_f6e51be9a532,1,632,0,,2025-11-08 09:09:34
332,Agent_032,campaign_campaign,reshare_f6e51be9a532,1,632,0,,2025-11-08 09:09:35
333,Agent_004,campaign_campaign,reshare_d8e8dc3633e5,1,633,0,,2025-11-08 09:09:43
334,Agent_032,campaign_campaign,reshare_d8e8dc3633e5,1,633,0,,2025-11-08 09:09:43
335,Agent_055,campaign_campaign,reshare_399591fa7b1e,1,633,0,,2025-11-08 09:09:43
336,Agent_188,campaign_campaign,reshare_399591fa7b1e,1,633,0,,2025-11-08 09:09:43
337,Agent_004,campaign_campaign,reshare_39ddab2a341c,1,634,0,,2025-11-08 09:09:46
338,Agent_032,campaign_campaign,reshare_39ddab2a341c,1,634,0,,2025-11-08 09:09:46
339,Agent_004,campaign_campaign,reshare_62424674ed4e,1,635,0,,2025-11-08 09:09:49
340,Agent_032,campaign_campaign,reshare_62424674ed4e,1,635,0,,2025-11-08 09:09:49
341,Agent_055,campaign_campaign,reshare_01a700256368,1,635,0,,2025-11-08 09:09:49
342,Agent_188,campaign_campaign,reshare_01a700256368,1,635,0,,2025-11-08 09:09:49
343,Agent_004,campaign_campaign,reshare_d8d0ce462a3f,1,636,0,,2025-11-08 09:09:52
344,Agent_032,campaign_campaign,reshare_d8d0ce462a3f,1,636,0,,2025-11-08 09:09:52
345,Agent_055,campaign_campaign,reshare_1db8fa2b5058,1,636,0,,2025-11-08 09:09:52
346,Agent_188,campaign_campaign,reshare_1db8fa2b5058,1,636,0,,2025-11-08 09:09:52
347,Agent_004,campaign_campaign,reshare_cf5604c65486,1,638,0,,2025-11-08 09:09:58
348,Agent_032,campaign_campaign,reshare_cf5604c65486,1,638,0,,2025-11-08 09:09:58
349,Agent_004,campaign_campaign,reshare_3df4115e66c8,1,639,0,,2025-11-08 09:10:03
350,Agent_032,campaign_campaign,reshare_3df4115e66c8,1,639,0,,2025-11-08 09:10:03
351,Agent_004,campaign_campaign,reshare_a04c10caf58f,1,641,0,,2025-11-08 09:10:09
352,Agent_032,campaign_campaign,reshare_a04c10caf58f,1,641,0,,2025-11-08 09:10:09
353,Agent_069,campaign_campaign,reshare_6555f7e7b0de,7,641,0,,2025-11-08 09:10:09
354,Agent_078,campaign_campaign,reshare_6555f7e7b0de,7,641,0,,2025-11-08 09:10:09
355,Agent_004,campaign_campaign,reshare_3bd087296585,1,646,0,,2025-11-08 09:10:27
356,Agent_032,campaign_campaign,reshare_3bd087296585,1,646,0,,2025-11-08 09:10:27
357,Agent_094,campaign_campaign,reshare_6555f7e7b0de,7,646,0,,2025-11-08 09:10:27
358,Agent_004,campaign_campaign,reshare_ca3426925750,1,647,0,,2025-11-08 09:10:30
359,Agent_032,campaign_campaign,reshare_ca3426925750,1,647,0,,2025-11-08 09:10:30
360,Agent_004,campaign_campaign,reshare_b58625d9a906,1,648,0,,2025-11-08 09:10:33
361,Agent_032,campaign_campaign,reshare_b58625d9a906,1,648,0,,2025-11-08 09:10:33
362,Agent_004,campaign_campaign,reshare_e03a4d4d0aca,1,649,0,,2025-11-08 09:10:36
363,Agent_032,campaign_campaign,reshare_e03a4d4d0aca,1,649,0,,2025-11-08 09:10:36
364,Agent_004,campaign_campaign,reshare_e11fca540a67,1,650,0,,2025-11-08 09:10:39
365,Agent_032,campaign_campaign,reshare_e11fca540a67,1,650,0,,2025-11-08 09:10:39
366,Agent_004,campaign_campaign,reshare_8abea23c1344,1,651,0,,2025-11-08 09:10:42
367,Agent_032,campaign_campaign,reshare_8abea23c1344,1,651,0,,2025-11-08 09:10:42
368,Agent_079,campaign_campaign,reshare_22e44ca9a7f8,1,651,0,,2025-11-08 09:10:42
369,Agent_004,campaign_campaign,reshare_4199baefaf0c,1,652,0,,2025-11-08 09:10:45
370,Agent_032,campaign_campaign,reshare_4199baefaf0c,1,652,0,,2025-11-08 09:10:45
371,Agent_069,campaign_campaign,reshare_44f474c67e8c,7,653,0,,2025-11-08 09:10:48
372,Agent_078,campaign_campaign,reshare_44f474c67e8c,7,653,0,,2025-11-08 09:10:48
373,Agent_094,campaign_campaign,reshare_44f474c67e8c,7,653,0,,2025-11-08 09:10:48
374,Agent_004,campaign_campaign,reshare_f62c34e1b382,1,654,0,,2025-11-08 09:10:51
375,Agent_032,campaign_campaign,reshare_f62c34e1b382,1,654,0,,2025-11-08 09:10:51
376,Agent_115,campaign_campaign,reshare_28b6834e7b25,1,655,0,,2025-11-08 09:10:55
377,Agent_114,campaign_campaign,reshare_c69ae91974e4,1,656,0,,2025-11-08 09:10:59
378,Agent_004,campaign_campaign,reshare_b433da84516b,1,657,0,,2025-11-08 09:11:02
379,Agent_032,campaign_campaign,reshare_b433da84516b,1,657,0,,2025-11-08 09:11:02
380,Agent_004,campaign_campaign,reshare_abfd27578185,1,658,0,,2025-11-08 09:11:05
381,Agent_032,campaign_campaign,reshare_abfd27578185,1,658,0,,2025-11-08 09:11:05
382,Agent_004,campaign_campaign,reshare_c2eee68edc32,1,659,0,,2025-11-08 09:11:10
383,Agent_032,campaign_campaign,reshare_c2eee68edc32,1,659,0,,2025-11-08 09:11:10
384,Agent_069,campaign_campaign,reshare_0b930799789c,7,659,0,,2025-11-08 09:11:10
385,Agent_078,campaign_campaign,reshare_0b930799789c,7,659,0,,2025-11-08 09:11:10
386,Agent_094,campaign_campaign,reshare_0b930799789c,7,659,0,,2025-11-08 09:11:10
387,Agent_115,campaign_campaign,reshare_7b99872a4016,1,659,0,,2025-11-08 09:11:10
388,Agent_004,campaign_campaign,reshare_4c748a436c1a,1,660,0,,2025-11-08 09:11:13
389,Agent_032,campaign_campaign,reshare_4c748a436c1a,1,660,0,,2025-11-08 09:11:13
390,Agent_004,campaign_campaign,reshare_42dbb3e7dd42,1,662,0,,2025-11-08 09:11:20
391,Agent_032,campaign_campaign,reshare_42dbb3e7dd42,1,662,0,,2025-11-08 09:11:20
392,Agent_004,campaign_campaign,reshare_2b2a06894830,1,663,0,,2025-11-08 09:11:23
393,Agent_032,campaign_campaign,reshare_2b2a06894830,1,663,0,,2025-11-08 09:11:23
394,Agent_004,campaign_campaign,reshare_3b43cdb65776,1,665,0,,2025-11-08 09:11:29
395,Agent_032,campaign_campaign,reshare_3b43cdb65776,1,665,0,,2025-11-08 09:11:29
396,Agent_115,campaign_campaign,reshare_96ae2fe7ba72,1,666,0,,2025-11-08 09:11:32
397,Agent_004,campaign_campaign,reshare_06e9f30fd5d9,1,667,0,,2025-11-08 09:11:35
398,Agent_032,campaign_campaign,reshare_06e9f30fd5d9,1,667,0,,2025-11-08 09:11:35
399,Agent_115,campaign_campaign,reshare_0ca07f8ca377,1,668,0,,2025-11-08 09:11:39
400,Agent_004,campaign_campaign,reshare_cb20a34371c0,1,669,0,,2025-11-08 09:11:44
401,Agent_032,campaign_campaign,reshare_cb20a34371c0,1,669,0,,2025-11-08 09:11:44
402,Agent_004,campaign_campaign,reshare_4eff4adc47af,1,671,0,,2025-11-08 09:11:51
403,Agent_032,campaign_campaign,reshare_4eff4adc47af,1,671,0,,2025-11-08 09:11:51
404,Agent_114,campaign_campaign,reshare_2c5090a7f5b6,1,671,0,,2025-11-08 09:11:51
405,Agent_004,campaign_campaign,reshare_c9643f935160,1,672,0,,2025-11-08 09:11:54
406,Agent_032,campaign_campaign,reshare_c9643f935160,1,672,0,,2025-11-08 09:11:54
407,Agent_115,campaign_campaign,reshare_7f8cc56b5667,8,673,0,,2025-11-08 09:12:02
408,Agent_055,campaign_campaign,reshare_0b9d55030bef,1,677,0,,2025-11-08 09:12:15
409,Agent_188,campaign_campaign,reshare_0b9d55030bef,1,677,0,,2025-11-08 09:12:15
410,Agent_069,campaign_campaign,reshare_4abd14539611,7,678,0,,2025-11-08 09:12:18
411,Agent_078,campaign_campaign,reshare_4abd14539611,7,678,0,,2025-11-08 09:12:18
412,Agent_094,campaign_campaign,reshare_4abd14539611,7,678,0,,2025-11-08 09:12:18
413,Agent_115,campaign_campaign,reshare_bb29943e445b,8,680,0,,2025-11-08 09:12:59
414,Agent_069,campaign_campaign,reshare_dc4c29062f19,7,686,0,,2025-11-08 09:13:19
415,Agent_078,campaign_campaign,reshare_dc4c29062f19,7,686,0,,2025-11-08 09:13:19
416,Agent_094,campaign_campaign,reshare_dc4c29062f19,7,686,0,,2025-11-08 09:13:19
417,Agent_115,campaign_campaign,reshare_594487beb396,8,686,0,,2025-11-08 09:13:19
418,Agent_115,campaign_campaign,reshare_f25907c1a5a0,8,688,0,,2025-11-08 09:13:25
419,Agent_004,campaign_campaign,reshare_4fa9c3f6da8e,9,690,0,,2025-11-08 09:13:31
420,Agent_055,campaign_campaign,reshare_c5c488cf2aad,1,693,0,,2025-11-08 09:13:40
421,Agent_188,campaign_campaign,reshare_c5c488cf2aad,1,693,0,,2025-11-08 09:13:40
422,Agent_055,campaign_campaign,reshare_a267eb1f8042,1,696,0,,2025-11-08 09:13:50
423,Agent_188,campaign_campaign,reshare_a267eb1f8042,1,696,0,,2025-11-08 09:13:50
424,Agent_069,campaign_campaign,reshare_e3bf96bd8441,7,697,0,,2025-11-08 09:13:53
425,Agent_078,campaign_campaign,reshare_e3bf96bd8441,7,697,0,,2025-11-08 09:13:53
426,Agent_094,campaign_campaign,reshare_e3bf96bd8441,7,697,0,,2025-11-08 09:13:53
427,Agent_069,campaign_campaign,reshare_15784f672386,7,698,0,,2025-11-08 09:13:56
428,Agent_078,campaign_campaign,reshare_15784f672386,7,698,0,,2025-11-08 09:13:56
429,Agent_094,campaign_campaign,reshare_15784f672386,7,698,0,,2025-11-08 09:13:56
430,Agent_055,campaign_campaign,reshare_3e0f3dd9a2ab,1,699,0,,2025-11-08 09:14:00
431,Agent_069,campaign_campaign,reshare_eb30966c7fd9,7,699,0,,2025-11-08 09:14:00
432,Agent_078,campaign_campaign,reshare_eb30966c7fd9,7,699,0,,2025-11-08 09:14:00
433,Agent_094,campaign_campaign,reshare_eb30966c7fd9,7,699,0,,2025-11-08 09:14:00
434,Agent_188,campaign_campaign,reshare_3e0f3dd9a2ab,1,699,0,,2025-11-08 09:14:00
435,Agent_055,campaign_campaign,reshare_9cbf886b453b,1,701,0,,2025-11-08 09:14:06
436,Agent_188,campaign_campaign,reshare_9cbf886b453b,1,701,0,,2025-11-08 09:14:06
437,Agent_004,campaign_campaign,reshare_c100ec907827,9,702,0,,2025-11-08 09:14:09
438,Agent_055,campaign_campaign,reshare_236bffedeeb8,1,702,0,,2025-11-08 09:14:09
439,Agent_188,campaign_campaign,reshare_236bffedeeb8,1,702,0,,2025-11-08 09:14:09
440,Agent_069,campaign_campaign,reshare_d720794e4934,7,705,0,,2025-11-08 09:14:19
441,Agent_078,campaign_campaign,reshare_d720794e4934,7,705,0,,2025-11-08 09:14:19
442,Agent_094,campaign_campaign,reshare_d720794e4934,7,705,0,,2025-11-08 09:14:19
443,Agent_004,campaign_campaign,reshare_3554df647fca,9,706,0,,2025-11-08 09:14:22
444,Agent_069,campaign_campaign,reshare_17146154b7b8,7,706,0,,2025-11-08 09:14:22
445,Agent_078,campaign_campaign,reshare_17146154b7b8,7,706,0,,2025-11-08 09:14:22
446,Agent_094,campaign_campaign,reshare_17146154b7b8,7,706,0,,2025-11-08 09:14:22
447,Agent_055,campaign_campaign,reshare_9294fb559fed,1,707,0,,2025-11-08 09:14:25
448,Agent_069,campaign_campaign,reshare_f84dee907fa4,7,707,0,,2025-11-08 09:14:25
449,Agent_078,campaign_campaign,reshare_f84dee907fa4,7,707,0,,2025-11-08 09:14:25
450,Agent_094,campaign_campaign,reshare_f84dee907fa4,7,707,0,,2025-11-08 09:14:25
451,Agent_188,campaign_campaign,reshare_9294fb559fed,1,707,0,,2025-11-08 09:14:25
452,Agent_069,campaign_campaign,reshare_d1a499d9acc4,7,711,0,,2025-11-08 09:14:37
453,Agent_078,campaign_campaign,reshare_d1a499d9acc4,7,711,0,,2025-11-08 09:14:37
454,Agent_094,campaign_campaign,reshare_d1a499d9acc4,7,711,0,,2025-11-08 09:14:37
455,Agent_004,campaign_campaign,reshare_96fd616a1309,9,712,0,,2025-11-08 09:14:40
456,Agent_069,campaign_campaign,reshare_138d321b9114,7,712,0,,2025-11-08 09:14:40
457,Agent_078,campaign_campaign,reshare_138d321b9114,7,712,0,,2025-11-08 09:14:40
458,Agent_094,campaign_campaign,reshare_138d321b9114,7,712,0,,2025-11-08 09:14:40
459,Agent_069,campaign_campaign,reshare_baa907c88082,7,713,0,,2025-11-08 09:14:57
460,Agent_078,campaign_campaign,reshare_baa907c88082,7,713,0,,2025-11-08 09:14:57
461,Agent_094,campaign_campaign,reshare_baa907c88082,7,713,0,,2025-11-08 09:14:57
462,Agent_055,campaign_campaign,reshare_2dac7a9962e4,1,716,0,,2025-11-08 09:15:06
463,Agent_188,campaign_campaign,reshare_2dac7a9962e4,1,716,0,,2025-11-08 09:15:06
464,Agent_055,campaign_campaign,reshare_1a22297a92f2,1,717,0,,2025-11-08 09:15:10
465,Agent_188,campaign_campaign,reshare_1a22297a92f2,1,717,0,,2025-11-08 09:15:10
466,Agent_034,campaign_campaign,reshare_0d7972988097,1,721,0,,2025-11-08 09:15:24
467,Agent_115,campaign_campaign,reshare_ca174cba84b3,8,724,0,,2025-11-08 09:15:33
468,Agent_115,campaign_campaign,reshare_c2dba8e5a78f,8,725,0,,2025-11-08 09:15:36
469,Agent_055,campaign_campaign,reshare_c8ac2bc48672,1,727,0,,2025-11-08 09:15:42
470,Agent_188,campaign_campaign,reshare_c8ac2bc48672,1,727,0,,2025-11-08 09:15:42
471,Agent_005,campaign_campaign,reshare_baa907c88082,7,728,0,,2025-11-08 09:15:45
472,Agent_005,campaign_campaign,reshare_138d321b9114,7,728,0,,2025-11-08 09:15:45
473,Agent_005,campaign_campaign,reshare_d1a499d9acc4,7,728,0,,2025-11-08 09:15:45
474,Agent_005,campaign_campaign,reshare_f84dee907fa4,7,728,0,,2025-11-08 09:15:45
475,Agent_005,campaign_campaign,reshare_17146154b7b8,7,728,0,,2025-11-08 09:15:45
476,Agent_115,campaign_campaign,reshare_d089a20492b6,8,732,0,,2025-11-08 09:15:59
477,Agent_055,campaign_campaign,reshare_d2aa17b3a1dc,1,733,0,,2025-11-08 09:16:02
478,Agent_188,campaign_campaign,reshare_d2aa17b3a1dc,1,733,0,,2025-11-08 09:16:02
479,Agent_004,campaign_campaign,reshare_961d946d0399,9,734,0,,2025-11-08 09:16:05
480,Agent_055,campaign_campaign,reshare_bf1bb0af718e,1,735,0,,2025-11-08 09:16:09
481,Agent_188,campaign_campaign,reshare_bf1bb0af718e,1,735,0,,2025-11-08 09:16:09
482,Agent_004,campaign_campaign,reshare_fb4afc19b571,9,744,0,,2025-11-08 09:16:38
483,Agent_004,campaign_campaign,reshare_201f9ef8970b,9,747,0,,2025-11-08 09:16:52
484,Agent_004,campaign_campaign,reshare_34d86008a9b3,9,748,0,,2025-11-08 09:16:55
485,Agent_055,campaign_campaign,reshare_93be8719f99a,1,753,0,,2025-11-08 09:17:51
486,Agent_188,campaign_campaign,reshare_93be8719f99a,1,753,0,,2025-11-08 09:17:52
487,Agent_004,campaign_campaign,reshare_9528327f7d11,9,755,0,,2025-11-08 09:17:58
488,Agent_032,campaign_campaign,reshare_f73d585782b8,10,759,0,,2025-11-08 09:18:11
489,Agent_004,campaign_campaign,reshare_82ccef5b07a7,9,767,0,,2025-11-08 09:18:41
490,Agent_004,campaign_campaign,reshare_ca62abad3f75,9,768,0,,2025-11-08 09:18:44
491,Agent_004,campaign_campaign,reshare_bb088c97e413,9,769,0,,2025-11-08 09:18:47
492,Agent_004,campaign_campaign,reshare_45df1dcb5d97,9,771,0,,2025-11-08 09:18:54
493,Agent_004,campaign_campaign,reshare_2aced7ac3ba8,1,780,0,,2025-11-08 09:19:27
494,Agent_005,campaign_campaign,reshare_2aced7ac3ba8,1,780,0,,2025-11-08 09:19:27
495,Agent_004,campaign_campaign,reshare_2edc42eea269,9,791,0,,2025-11-08 09:20:42
496,Agent_004,campaign_campaign,reshare_f65434aa437b,9,794,0,,2025-11-08 09:20:52
497,Agent_004,campaign_campaign,reshare_03a4b706fecc,9,796,0,,2025-11-08 09:20:58
498,Agent_004,campaign_campaign,reshare_0c0c3b1ade57,9,808,0,,2025-11-08 09:23:17
499,Agent_004,campaign_campaign,reshare_a501bc2626b4,9,811,0,,2025-11-08 09:23:29
500,Agent_055,campaign_campaign,reshare_4f035d68ba8e,1,817,0,,2025-11-08 09:23:48
501,Agent_188,campaign_campaign,reshare_4f035d68ba8e,1,817,0,,2025-11-08 09:23:48
502,Agent_055,campaign_campaign,reshare_a105605e0158,1,818,0,,2025-11-08 09:23:53
503,Agent_188,campaign_campaign,reshare_a105605e0158,1,818,0,,2025-11-08 09:23:53
504,Agent_004,campaign_campaign,reshare_f4f17f378576,9,822,0,,2025-11-08 09:24:06
505,Agent_055,campaign_campaign,reshare_629a2d76fc18,1,823,0,,2025-11-08 09:24:09
506,Agent_188,campaign_campaign,reshare_629a2d76fc18,1,823,0,,2025-11-08 09:24:09
507,Agent_004,campaign_campaign,reshare_d2315739af8f,9,824,0,,2025-11-08 09:24:58
508,Agent_005,campaign_campaign,reshare_f45536fab1f1,1,826,0,,2025-11-08 09:25:06
509,Agent_004,campaign_campaign,reshare_dcc846a37b0b,9,829,0,,2025-11-08 09:25:16
510,Agent_051,campaign_campaign,reshare_dcc846a37b0b,9,832,0,,2025-11-08 09:25:26
511,Agent_051,campaign_campaign,reshare_d2315739af8f,9,832,0,,2025-11-08 09:25:26
512,Agent_051,campaign_campaign,reshare_f4f17f378576,9,832,0,,2025-11-08 09:25:26
513,Agent_051,campaign_campaign,reshare_a501bc2626b4,9,832,0,,2025-11-08 09:25:26
514,Agent_051,campaign_campaign,reshare_0c0c3b1ade57,9,832,0,,2025-11-08 09:25:26
515,Agent_051,campaign_campaign,reshare_03a4b706fecc,9,832,0,,2025-11-08 09:25:26
516,Agent_051,campaign_campaign,reshare_f65434aa437b,9,832,0,,2025-11-08 09:25:26
517,Agent_005,campaign_campaign,reshare_55f747be0240,1,837,0,,2025-11-08 09:25:42
518,Agent_114,campaign_campaign,reshare_093536e62923,10,841,0,,2025-11-08 09:25:55
519,Agent_117,campaign_campaign,reshare_093536e62923,10,841,0,,2025-11-08 09:25:55
520,Agent_055,campaign_campaign,reshare_a17930004863,1,856,0,,2025-11-08 09:27:09
521,Agent_188,campaign_campaign,reshare_a17930004863,1,856,0,,2025-11-08 09:27:09
522,Agent_055,campaign_campaign,reshare_c997f4fc58c1,1,859,0,,2025-11-08 09:27:20
523,Agent_188,campaign_campaign,reshare_c997f4fc58c1,1,859,0,,2025-11-08 09:27:20
524,Agent_055,campaign_campaign,reshare_62cb963e3fb8,1,861,0,,2025-11-08 09:27:30
525,Agent_188,campaign_campaign,reshare_62cb963e3fb8,1,861,0,,2025-11-08 09:27:30
526,Agent_114,campaign_campaign,reshare_0c7b66e79c9d,10,863,0,,2025-11-08 09:27:38
527,Agent_117,campaign_campaign,reshare_0c7b66e79c9d,10,863,0,,2025-11-08 09:27:38
528,Agent_055,campaign_campaign,reshare_b9d7cff712ef,1,874,0,,2025-11-08 09:28:26
529,Agent_114,campaign_campaign,reshare_4a21a5a5f3a3,10,874,0,,2025-11-08 09:28:26
530,Agent_117,campaign_campaign,reshare_4a21a5a5f3a3,10,874,0,,2025-11-08 09:28:26
531,Agent_188,campaign_campaign,reshare_b9d7cff712ef,1,874,0,,2025-11-08 09:28:26
532,Agent_114,campaign_campaign,reshare_5f5adef1ea4e,10,879,0,,2025-11-08 09:28:48
533,Agent_117,campaign_campaign,reshare_5f5adef1ea4e,10,879,0,,2025-11-08 09:28:48
534,Agent_188,campaign_campaign,reshare_05f86ca318ed,1,880,0,,2025-11-08 09:28:52
535,Agent_005,campaign_campaign,reshare_ffd81d4dca51,1,888,0,,2025-11-08 09:30:25
536,Agent_032,campaign_campaign,reshare_cab51d32d85c,10,888,0,,2025-11-08 09:30:25
537,Agent_188,campaign_campaign,reshare_1cc102ed5864,1,893,0,,2025-11-08 09:30:44
538,Agent_188,campaign_campaign,reshare_a6cdf7a45b1f,1,904,0,,2025-11-08 09:31:22
539,Agent_163,campaign_campaign,reshare_cab51d32d85c,10,907,0,,2025-11-08 09:31:32
540,Agent_188,campaign_campaign,reshare_40cf408ea856,1,913,0,,2025-11-08 09:31:50
541,Agent_188,campaign_campaign,reshare_39e78bfaa27f,1,923,0,,2025-11-08 09:32:24
542,Agent_188,campaign_campaign,reshare_6391f2672515,1,936,0,,2025-11-08 09:33:05
543,Agent_115,campaign_campaign,reshare_f8f57da25049,11,937,0,,2025-11-08 09:33:08
544,Agent_115,campaign_campaign,reshare_392f59c503e6,11,937,0,,2025-11-08 09:33:08
545,Agent_115,campaign_campaign,reshare_9a316b0073c6,11,937,0,,2025-11-08 09:33:08
546,Agent_115,campaign_campaign,reshare_c62fb0d5976a,11,937,0,,2025-11-08 09:33:08
547,Agent_115,campaign_campaign,reshare_0accb188c089,11,937,0,,2025-11-08 09:33:08
548,Agent_115,campaign_campaign,reshare_ebdf1de7e6f9,11,937,0,,2025-11-08 09:33:08
549,Agent_115,campaign_campaign,reshare_ff04860cbcb0,11,937,0,,2025-11-08 09:33:08
550,Agent_188,campaign_campaign,reshare_bc2d40d6714c,1,937,0,,2025-11-08 09:33:09
551,Agent_115,campaign_campaign,reshare_b546572c6aa0,11,939,0,,2025-11-08 09:33:15
552,Agent_115,campaign_campaign,reshare_b0b75548d53b,11,940,0,,2025-11-08 09:33:17
553,Agent_115,campaign_campaign,reshare_8e27311e1a69,11,945,0,,2025-11-08 09:33:36
554,Agent_188,campaign_campaign,reshare_b714b484a93f,1,945,0,,2025-11-08 09:33:36
555,Agent_115,campaign_campaign,reshare_cccf95149ee0,11,946,0,,2025-11-08 09:33:39
556,Agent_115,campaign_campaign,reshare_73c1722677c1,11,947,0,,2025-11-08 09:34:04
557,Agent_115,campaign_campaign,reshare_aa8a5a94a245,11,948,0,,2025-11-08 09:34:07
558,Agent_115,campaign_campaign,reshare_df95f8b3d248,11,949,0,,2025-11-08 09:34:10
